id,ecephys_probe_id,local_index,probe_horizontal_position,probe_vertical_position,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,left_right_ccf_coordinate,ecephys_structure_id,ecephys_structure_acronym
850221175,757988395,149,11,1500,,,,8,grey
850221177,757988395,150,59,1520,,,,8,grey
850221181,757988395,152,43,1540,,,,8,grey
850221183,757988395,153,11,1540,,,,8,grey
850221185,757988395,154,59,1560,,,,8,grey
850221187,757988395,155,27,1560,,,,8,grey
850221189,757988395,156,43,1580,,,,8,grey
850221191,757988395,157,11,1580,,,,8,grey
850221193,757988395,158,59,1600,,,,8,grey
850221195,757988395,159,27,1600,,,,8,grey
850221197,757988395,160,43,1620,,,,8,grey
850221199,757988395,161,11,1620,,,,8,grey
850221201,757988395,162,59,1640,,,,8,grey
850221203,757988395,163,27,1640,,,,8,grey
850221205,757988395,164,43,1660,,,,8,grey
850221207,757988395,165,11,1660,,,,8,grey
850221209,757988395,166,59,1680,,,,8,grey
850221211,757988395,167,27,1680,,,,8,grey
850221213,757988395,168,43,1700,,,,8,grey
850221215,757988395,169,11,1700,,,,8,grey
850221217,757988395,170,59,1720,,,,8,grey
850221219,757988395,171,27,1720,,,,8,grey
850221221,757988395,172,43,1740,,,,8,grey
850221223,757988395,173,11,1740,,,,8,grey
850221225,757988395,174,59,1760,,,,8,grey
850221227,757988395,175,27,1760,,,,8,grey
850221229,757988395,176,43,1780,,,,8,grey
850221231,757988395,177,11,1780,,,,8,grey
850221233,757988395,178,59,1800,,,,8,grey
850221235,757988395,179,27,1800,,,,8,grey
850221237,757988395,180,43,1820,,,,8,grey
850221239,757988395,181,11,1820,,,,8,grey
850221241,757988395,182,59,1840,,,,8,grey
850221243,757988395,183,27,1840,,,,8,grey
850221245,757988395,184,43,1860,,,,8,grey
850221247,757988395,185,11,1860,,,,8,grey
850221249,757988395,186,59,1880,,,,8,grey
850221251,757988395,187,27,1880,,,,8,grey
850221255,757988395,189,11,1900,,,,8,grey
850221257,757988395,190,59,1920,,,,8,grey
850221259,757988395,191,27,1920,,,,8,grey
850221261,757988395,192,43,1940,,,,8,grey
850221265,757988395,194,59,1960,,,,8,grey
850221267,757988395,195,27,1960,,,,8,grey
850221269,757988395,196,43,1980,,,,8,grey
850221271,757988395,197,11,1980,,,,8,grey
850221273,757988395,198,59,2000,,,,8,grey
850221275,757988395,199,27,2000,,,,8,grey
850221277,757988395,200,43,2020,,,,8,grey
850221279,757988395,201,11,2020,,,,8,grey
850221281,757988395,202,59,2040,,,,8,grey
850221283,757988395,203,27,2040,,,,8,grey
850221285,757988395,204,43,2060,,,,8,grey
850221287,757988395,205,11,2060,,,,8,grey
850221289,757988395,206,59,2080,,,,8,grey
850221291,757988395,207,27,2080,,,,8,grey
850221293,757988395,208,43,2100,,,,8,grey
850221295,757988395,209,11,2100,,,,8,grey
850221297,757988395,210,59,2120,,,,8,grey
850221299,757988395,211,27,2120,,,,8,grey
850221301,757988395,212,43,2140,,,,8,grey
850221303,757988395,213,11,2140,,,,8,grey
850221305,757988395,214,59,2160,,,,8,grey
850221307,757988395,215,27,2160,,,,8,grey
850221309,757988395,216,43,2180,,,,8,grey
850221311,757988395,217,11,2180,,,,8,grey
850221313,757988395,218,59,2200,,,,8,grey
850221315,757988395,219,27,2200,,,,8,grey
850221317,757988395,220,43,2220,,,,8,grey
850221319,757988395,221,11,2220,,,,8,grey
850221321,757988395,222,59,2240,,,,8,grey
850221323,757988395,223,27,2240,,,,8,grey
850221325,757988395,224,43,2260,,,,8,grey
850221327,757988395,225,11,2260,,,,8,grey
850221329,757988395,226,59,2280,,,,8,grey
850221333,757988395,228,43,2300,,,,8,grey
850221335,757988395,229,11,2300,,,,8,grey
850221337,757988395,230,59,2320,,,,8,grey
850221339,757988395,231,27,2320,,,,8,grey
850221341,757988395,232,43,2340,,,,8,grey
850221343,757988395,233,11,2340,,,,8,grey
850221347,757988395,235,27,2360,,,,8,grey
850221349,757988395,236,43,2380,,,,8,grey
850221351,757988395,237,11,2380,,,,8,grey
850221353,757988395,238,59,2400,,,,8,grey
850221355,757988395,239,27,2400,,,,8,grey
850221357,757988395,240,43,2420,,,,8,grey
850221359,757988395,241,11,2420,,,,8,grey
850221361,757988395,242,59,2440,,,,8,grey
850221363,757988395,243,27,2440,,,,8,grey
850221365,757988395,244,43,2460,,,,8,grey
850221367,757988395,245,11,2460,,,,8,grey
850221369,757988395,246,59,2480,,,,8,grey
850221371,757988395,247,27,2480,,,,8,grey
850221373,757988395,248,43,2500,,,,8,grey
850221375,757988395,249,11,2500,,,,8,grey
850221377,757988395,250,59,2520,,,,8,grey
850221379,757988395,251,27,2520,,,,8,grey
850221381,757988395,252,43,2540,,,,8,grey
850221383,757988395,253,11,2540,,,,8,grey
850221385,757988395,254,59,2560,,,,8,grey
850221387,757988395,255,27,2560,,,,8,grey
850221389,757988395,256,43,2580,,,,8,grey
850221391,757988395,257,11,2580,,,,8,grey
850221393,757988395,258,59,2600,,,,8,grey
850221397,757988395,260,43,2620,,,,8,grey
850221399,757988395,261,11,2620,,,,8,grey
850221401,757988395,262,59,2640,,,,8,grey
850221403,757988395,263,27,2640,,,,8,grey
850221407,757988395,265,11,2660,,,,8,grey
850221409,757988395,266,59,2680,,,,8,grey
850221411,757988395,267,27,2680,,,,8,grey
850221413,757988395,268,43,2700,,,,8,grey
850221415,757988395,269,11,2700,,,,8,grey
850221417,757988395,270,59,2720,,,,409,VISl
850221419,757988395,271,27,2720,,,,409,VISl
850221421,757988395,272,43,2740,,,,409,VISl
850221423,757988395,273,11,2740,,,,409,VISl
850221425,757988395,274,59,2760,,,,409,VISl
850221427,757988395,275,27,2760,,,,409,VISl
850221429,757988395,276,43,2780,,,,409,VISl
850221431,757988395,277,11,2780,,,,409,VISl
850221433,757988395,278,59,2800,,,,409,VISl
850221435,757988395,279,27,2800,,,,409,VISl
850221437,757988395,280,43,2820,,,,409,VISl
850221439,757988395,281,11,2820,,,,409,VISl
850221441,757988395,282,59,2840,,,,409,VISl
850221443,757988395,283,27,2840,,,,409,VISl
850221445,757988395,284,43,2860,,,,409,VISl
850221447,757988395,285,11,2860,,,,409,VISl
850221449,757988395,286,59,2880,,,,409,VISl
850221451,757988395,287,27,2880,,,,409,VISl
850221453,757988395,288,43,2900,,,,409,VISl
850221455,757988395,289,11,2900,,,,409,VISl
850221457,757988395,290,59,2920,,,,409,VISl
850221459,757988395,291,27,2920,,,,409,VISl
850221461,757988395,292,43,2940,,,,409,VISl
850221463,757988395,293,11,2940,,,,409,VISl
850221465,757988395,294,59,2960,,,,409,VISl
850221467,757988395,295,27,2960,,,,409,VISl
850221469,757988395,296,43,2980,,,,409,VISl
850221471,757988395,297,11,2980,,,,409,VISl
850221473,757988395,298,59,3000,,,,409,VISl
850221475,757988395,299,27,3000,,,,409,VISl
850221477,757988395,300,43,3020,,,,409,VISl
850221479,757988395,301,11,3020,,,,409,VISl
850221481,757988395,302,59,3040,,,,409,VISl
850221485,757988395,304,43,3060,,,,409,VISl
850221487,757988395,305,11,3060,,,,409,VISl
850221489,757988395,306,59,3080,,,,409,VISl
850221491,757988395,307,27,3080,,,,409,VISl
850221493,757988395,308,43,3100,,,,409,VISl
850221495,757988395,309,11,3100,,,,409,VISl
850221497,757988395,310,59,3120,,,,409,VISl
850221499,757988395,311,27,3120,,,,409,VISl
850221501,757988395,312,43,3140,,,,409,VISl
850221503,757988395,313,11,3140,,,,409,VISl
850221505,757988395,314,59,3160,,,,409,VISl
850221507,757988395,315,27,3160,,,,409,VISl
850221509,757988395,316,43,3180,,,,409,VISl
850221511,757988395,317,11,3180,,,,409,VISl
850221513,757988395,318,59,3200,,,,409,VISl
850221515,757988395,319,27,3200,,,,409,VISl
850221517,757988395,320,43,3220,,,,409,VISl
850221519,757988395,321,11,3220,,,,409,VISl
850221521,757988395,322,59,3240,,,,409,VISl
850221523,757988395,323,27,3240,,,,409,VISl
850221525,757988395,324,43,3260,,,,409,VISl
850221527,757988395,325,11,3260,,,,409,VISl
850221529,757988395,326,59,3280,,,,409,VISl
850221531,757988395,327,27,3280,,,,409,VISl
850221533,757988395,328,43,3300,,,,409,VISl
850221535,757988395,329,11,3300,,,,409,VISl
850221537,757988395,330,59,3320,,,,409,VISl
850221539,757988395,331,27,3320,,,,409,VISl
850221541,757988395,332,43,3340,,,,409,VISl
850221543,757988395,333,11,3340,,,,,
850221545,757988395,334,59,3360,,,,,
850221547,757988395,335,27,3360,,,,,
850221549,757988395,336,43,3380,,,,,
850221551,757988395,337,11,3380,,,,,
850221553,757988395,338,59,3400,,,,,
850221555,757988395,339,27,3400,,,,,
850221559,757988395,341,11,3420,,,,,
850221561,757988395,342,59,3440,,,,,
850221563,757988395,343,27,3440,,,,,
850221565,757988395,344,43,3460,,,,,
850221567,757988395,345,11,3460,,,,,
850221569,757988395,346,59,3480,,,,,
850221571,757988395,347,27,3480,,,,,
850221573,757988395,348,43,3500,,,,,
850221575,757988395,349,11,3500,,,,,
850221577,757988395,350,59,3520,,,,,
850221579,757988395,351,27,3520,,,,,
850221581,757988395,352,43,3540,,,,,
850221583,757988395,353,11,3540,,,,,
850221585,757988395,354,59,3560,,,,,
850221587,757988395,355,27,3560,,,,,
850221589,757988395,356,43,3580,,,,,
850221593,757988395,358,59,3600,,,,,
850221595,757988395,359,27,3600,,,,,
850221597,757988395,360,43,3620,,,,,
850221599,757988395,361,11,3620,,,,,
850221601,757988395,362,59,3640,,,,,
850221603,757988395,363,27,3640,,,,,
850221605,757988395,364,43,3660,,,,,
850221607,757988395,365,11,3660,,,,,
850221609,757988395,366,59,3680,,,,,
850221611,757988395,367,27,3680,,,,,
850221613,757988395,368,43,3700,,,,,
850221615,757988395,369,11,3700,,,,,
850221617,757988395,370,59,3720,,,,,
850221619,757988395,371,27,3720,,,,,
850221621,757988395,372,43,3740,,,,,
850221623,757988395,373,11,3740,,,,,
850221625,757988395,374,59,3760,,,,,
850221627,757988395,375,27,3760,,,,,
850221629,757988395,376,43,3780,,,,,
850221631,757988395,377,11,3780,,,,,
850221633,757988395,378,59,3800,,,,,
850221637,757988395,380,43,3820,,,,,
850221639,757988395,381,11,3820,,,,,
850221641,757988395,382,59,3840,,,,,
850221643,757988395,383,27,3840,,,,,
850222195,757988398,1,11,20,,,,8,grey
850222197,757988398,2,59,40,,,,8,grey
850222199,757988398,3,27,40,,,,8,grey
850222201,757988398,4,43,60,,,,8,grey
850222203,757988398,5,11,60,,,,8,grey
850222205,757988398,6,59,80,,,,8,grey
850222207,757988398,7,27,80,,,,8,grey
850222209,757988398,8,43,100,,,,8,grey
850222211,757988398,9,11,100,,,,8,grey
850222213,757988398,10,59,120,,,,8,grey
850222215,757988398,11,27,120,,,,8,grey
850222217,757988398,12,43,140,,,,8,grey
850222219,757988398,13,11,140,,,,8,grey
850222221,757988398,14,59,160,,,,8,grey
850222223,757988398,15,27,160,,,,8,grey
850222225,757988398,16,43,180,,,,8,grey
850222227,757988398,17,11,180,,,,8,grey
850222229,757988398,18,59,200,,,,8,grey
850222231,757988398,19,27,200,,,,8,grey
850222233,757988398,20,43,220,,,,8,grey
850222235,757988398,21,11,220,,,,8,grey
850222237,757988398,22,59,240,,,,8,grey
850222239,757988398,23,27,240,,,,8,grey
850222241,757988398,24,43,260,,,,8,grey
850222243,757988398,25,11,260,,,,8,grey
850222245,757988398,26,59,280,,,,8,grey
850222247,757988398,27,27,280,,,,8,grey
850222249,757988398,28,43,300,,,,8,grey
850222251,757988398,29,11,300,,,,8,grey
850222253,757988398,30,59,320,,,,8,grey
850222255,757988398,31,27,320,,,,8,grey
850222257,757988398,32,43,340,,,,8,grey
850222259,757988398,33,11,340,,,,8,grey
850222261,757988398,34,59,360,,,,8,grey
850222263,757988398,35,27,360,,,,8,grey
850222267,757988398,37,11,380,,,,8,grey
850222269,757988398,38,59,400,,,,8,grey
850222271,757988398,39,27,400,,,,8,grey
850222273,757988398,40,43,420,,,,8,grey
850222275,757988398,41,11,420,,,,8,grey
850222277,757988398,42,59,440,,,,8,grey
850222279,757988398,43,27,440,,,,8,grey
850222281,757988398,44,43,460,,,,8,grey
850222283,757988398,45,11,460,,,,8,grey
850222285,757988398,46,59,480,,,,8,grey
850222287,757988398,47,27,480,,,,8,grey
850222289,757988398,48,43,500,,,,8,grey
850222291,757988398,49,11,500,,,,8,grey
850222293,757988398,50,59,520,,,,8,grey
850222295,757988398,51,27,520,,,,8,grey
850222297,757988398,52,43,540,,,,8,grey
850222299,757988398,53,11,540,,,,8,grey
850222301,757988398,54,59,560,,,,8,grey
850222303,757988398,55,27,560,,,,8,grey
850222305,757988398,56,43,580,,,,8,grey
850222307,757988398,57,11,580,,,,8,grey
850222309,757988398,58,59,600,,,,8,grey
850222311,757988398,59,27,600,,,,8,grey
850222313,757988398,60,43,620,,,,8,grey
850222315,757988398,61,11,620,,,,8,grey
850222317,757988398,62,59,640,,,,8,grey
850222319,757988398,63,27,640,,,,8,grey
850222321,757988398,64,43,660,,,,8,grey
850222323,757988398,65,11,660,,,,8,grey
850222325,757988398,66,59,680,,,,8,grey
850222327,757988398,67,27,680,,,,8,grey
850222329,757988398,68,43,700,,,,8,grey
850222331,757988398,69,11,700,,,,8,grey
850222333,757988398,70,59,720,,,,8,grey
850222335,757988398,71,27,720,,,,8,grey
850222337,757988398,72,43,740,,,,8,grey
850222339,757988398,73,11,740,,,,8,grey
850222341,757988398,74,59,760,,,,8,grey
850222347,757988398,77,11,780,,,,8,grey
850222349,757988398,78,59,800,,,,8,grey
850222351,757988398,79,27,800,,,,8,grey
850222353,757988398,80,43,820,,,,8,grey
850222355,757988398,81,11,820,,,,8,grey
850222357,757988398,82,59,840,,,,8,grey
850222359,757988398,83,27,840,,,,8,grey
850222361,757988398,84,43,860,,,,8,grey
850222363,757988398,85,11,860,,,,8,grey
850222365,757988398,86,59,880,,,,8,grey
850222367,757988398,87,27,880,,,,8,grey
850222369,757988398,88,43,900,,,,8,grey
850222371,757988398,89,11,900,,,,8,grey
850222373,757988398,90,59,920,,,,8,grey
850222375,757988398,91,27,920,,,,8,grey
850222377,757988398,92,43,940,,,,8,grey
850222379,757988398,93,11,940,,,,8,grey
850222381,757988398,94,59,960,,,,8,grey
850222383,757988398,95,27,960,,,,8,grey
850222385,757988398,96,43,980,,,,8,grey
850222387,757988398,97,11,980,,,,8,grey
850222389,757988398,98,59,1000,,,,8,grey
850222391,757988398,99,27,1000,,,,8,grey
850222393,757988398,100,43,1020,,,,8,grey
850222395,757988398,101,11,1020,,,,8,grey
850222397,757988398,102,59,1040,,,,8,grey
850222399,757988398,103,27,1040,,,,8,grey
850222401,757988398,104,43,1060,,,,8,grey
850222403,757988398,105,11,1060,,,,8,grey
850222405,757988398,106,59,1080,,,,8,grey
850222407,757988398,107,27,1080,,,,8,grey
850222409,757988398,108,43,1100,,,,8,grey
850222411,757988398,109,11,1100,,,,8,grey
850222413,757988398,110,59,1120,,,,8,grey
850222415,757988398,111,27,1120,,,,8,grey
850222419,757988398,113,11,1140,,,,8,grey
850222421,757988398,114,59,1160,,,,8,grey
850222423,757988398,115,27,1160,,,,8,grey
850222425,757988398,116,43,1180,,,,8,grey
850222427,757988398,117,11,1180,,,,8,grey
850222429,757988398,118,59,1200,,,,8,grey
850222431,757988398,119,27,1200,,,,8,grey
850222433,757988398,120,43,1220,,,,8,grey
850222435,757988398,121,11,1220,,,,8,grey
850222437,757988398,122,59,1240,,,,8,grey
850222439,757988398,123,27,1240,,,,8,grey
850222441,757988398,124,43,1260,,,,8,grey
850222443,757988398,125,11,1260,,,,8,grey
850222445,757988398,126,59,1280,,,,8,grey
850222447,757988398,127,27,1280,,,,8,grey
850222449,757988398,128,43,1300,,,,8,grey
850222451,757988398,129,11,1300,,,,8,grey
850222453,757988398,130,59,1320,,,,8,grey
850222455,757988398,131,27,1320,,,,8,grey
850222457,757988398,132,43,1340,,,,8,grey
850222459,757988398,133,11,1340,,,,8,grey
850222461,757988398,134,59,1360,,,,8,grey
850222463,757988398,135,27,1360,,,,8,grey
850222465,757988398,136,43,1380,,,,8,grey
850222467,757988398,137,11,1380,,,,8,grey
850222469,757988398,138,59,1400,,,,8,grey
850222471,757988398,139,27,1400,,,,8,grey
850222473,757988398,140,43,1420,,,,8,grey
850222475,757988398,141,11,1420,,,,8,grey
850222477,757988398,142,59,1440,,,,8,grey
850222479,757988398,143,27,1440,,,,8,grey
850222483,757988398,145,11,1460,,,,8,grey
850222485,757988398,146,59,1480,,,,8,grey
850222487,757988398,147,27,1480,,,,8,grey
850222489,757988398,148,43,1500,,,,8,grey
850222491,757988398,149,11,1500,,,,8,grey
850222493,757988398,150,59,1520,,,,8,grey
850222497,757988398,152,43,1540,,,,8,grey
850222499,757988398,153,11,1540,,,,8,grey
850222501,757988398,154,59,1560,,,,8,grey
850222503,757988398,155,27,1560,,,,8,grey
850222505,757988398,156,43,1580,,,,8,grey
850222507,757988398,157,11,1580,,,,8,grey
850222509,757988398,158,59,1600,,,,8,grey
850222511,757988398,159,27,1600,,,,8,grey
850222513,757988398,160,43,1620,,,,8,grey
850222515,757988398,161,11,1620,,,,8,grey
850222517,757988398,162,59,1640,,,,8,grey
850222519,757988398,163,27,1640,,,,8,grey
850222521,757988398,164,43,1660,,,,8,grey
850222523,757988398,165,11,1660,,,,8,grey
850222525,757988398,166,59,1680,,,,8,grey
850222527,757988398,167,27,1680,,,,8,grey
850222529,757988398,168,43,1700,,,,8,grey
850222531,757988398,169,11,1700,,,,8,grey
850222533,757988398,170,59,1720,,,,8,grey
850222535,757988398,171,27,1720,,,,8,grey
850222537,757988398,172,43,1740,,,,8,grey
850222539,757988398,173,11,1740,,,,8,grey
850222541,757988398,174,59,1760,,,,8,grey
850222543,757988398,175,27,1760,,,,8,grey
850222545,757988398,176,43,1780,,,,8,grey
850222547,757988398,177,11,1780,,,,8,grey
850222549,757988398,178,59,1800,,,,8,grey
850222551,757988398,179,27,1800,,,,8,grey
850222553,757988398,180,43,1820,,,,8,grey
850222555,757988398,181,11,1820,,,,8,grey
850222557,757988398,182,59,1840,,,,8,grey
850222559,757988398,183,27,1840,,,,8,grey
850222561,757988398,184,43,1860,,,,8,grey
850222563,757988398,185,11,1860,,,,8,grey
850222565,757988398,186,59,1880,,,,8,grey
850222567,757988398,187,27,1880,,,,8,grey
850222571,757988398,189,11,1900,,,,8,grey
850222573,757988398,190,59,1920,,,,8,grey
850222575,757988398,191,27,1920,,,,8,grey
850222577,757988398,192,43,1940,,,,8,grey
850222581,757988398,194,59,1960,,,,8,grey
850222583,757988398,195,27,1960,,,,8,grey
850222585,757988398,196,43,1980,,,,8,grey
850222587,757988398,197,11,1980,,,,8,grey
850222589,757988398,198,59,2000,,,,8,grey
850222591,757988398,199,27,2000,,,,8,grey
850222593,757988398,200,43,2020,,,,8,grey
850222595,757988398,201,11,2020,,,,8,grey
850222597,757988398,202,59,2040,,,,8,grey
850222599,757988398,203,27,2040,,,,8,grey
850222601,757988398,204,43,2060,,,,8,grey
850222603,757988398,205,11,2060,,,,8,grey
850222605,757988398,206,59,2080,,,,8,grey
850222607,757988398,207,27,2080,,,,8,grey
850222609,757988398,208,43,2100,,,,8,grey
850222611,757988398,209,11,2100,,,,8,grey
850222613,757988398,210,59,2120,,,,8,grey
850222615,757988398,211,27,2120,,,,8,grey
850222617,757988398,212,43,2140,,,,8,grey
850222619,757988398,213,11,2140,,,,8,grey
850222621,757988398,214,59,2160,,,,8,grey
850222623,757988398,215,27,2160,,,,8,grey
850222625,757988398,216,43,2180,,,,8,grey
850222627,757988398,217,11,2180,,,,8,grey
850222629,757988398,218,59,2200,,,,8,grey
850222631,757988398,219,27,2200,,,,8,grey
850222633,757988398,220,43,2220,,,,8,grey
850222635,757988398,221,11,2220,,,,8,grey
850222637,757988398,222,59,2240,,,,8,grey
850222639,757988398,223,27,2240,,,,8,grey
850222641,757988398,224,43,2260,,,,8,grey
850222643,757988398,225,11,2260,,,,8,grey
850222645,757988398,226,59,2280,,,,8,grey
850222649,757988398,228,43,2300,,,,8,grey
850222651,757988398,229,11,2300,,,,8,grey
850222653,757988398,230,59,2320,,,,8,grey
850222655,757988398,231,27,2320,,,,8,grey
850222657,757988398,232,43,2340,,,,8,grey
850222659,757988398,233,11,2340,,,,8,grey
850222661,757988398,234,59,2360,,,,8,grey
850222663,757988398,235,27,2360,,,,8,grey
850222665,757988398,236,43,2380,,,,8,grey
850222667,757988398,237,11,2380,,,,8,grey
850222669,757988398,238,59,2400,,,,8,grey
850222671,757988398,239,27,2400,,,,8,grey
850222673,757988398,240,43,2420,,,,8,grey
850222675,757988398,241,11,2420,,,,8,grey
850222677,757988398,242,59,2440,,,,8,grey
850222679,757988398,243,27,2440,,,,8,grey
850222681,757988398,244,43,2460,,,,8,grey
850222683,757988398,245,11,2460,,,,8,grey
850222685,757988398,246,59,2480,,,,8,grey
850222687,757988398,247,27,2480,,,,8,grey
850222689,757988398,248,43,2500,,,,8,grey
850222691,757988398,249,11,2500,,,,8,grey
850222693,757988398,250,59,2520,,,,8,grey
850222695,757988398,251,27,2520,,,,8,grey
850222697,757988398,252,43,2540,,,,8,grey
850222699,757988398,253,11,2540,,,,8,grey
850222701,757988398,254,59,2560,,,,8,grey
850222703,757988398,255,27,2560,,,,8,grey
850222705,757988398,256,43,2580,,,,8,grey
850222707,757988398,257,11,2580,,,,8,grey
850222709,757988398,258,59,2600,,,,8,grey
850222711,757988398,259,27,2600,,,,8,grey
850222713,757988398,260,43,2620,,,,8,grey
850222715,757988398,261,11,2620,,,,8,grey
850222717,757988398,262,59,2640,,,,8,grey
850222719,757988398,263,27,2640,,,,8,grey
850222723,757988398,265,11,2660,,,,8,grey
850222725,757988398,266,59,2680,,,,8,grey
850222727,757988398,267,27,2680,,,,8,grey
850222729,757988398,268,43,2700,,,,8,grey
850222731,757988398,269,11,2700,,,,8,grey
850222733,757988398,270,59,2720,,,,8,grey
850222735,757988398,271,27,2720,,,,8,grey
850222737,757988398,272,43,2740,,,,8,grey
850222739,757988398,273,11,2740,,,,8,grey
850222741,757988398,274,59,2760,,,,8,grey
850222743,757988398,275,27,2760,,,,8,grey
850222745,757988398,276,43,2780,,,,8,grey
850222747,757988398,277,11,2780,,,,8,grey
850222749,757988398,278,59,2800,,,,8,grey
850222751,757988398,279,27,2800,,,,8,grey
850222753,757988398,280,43,2820,,,,8,grey
850222755,757988398,281,11,2820,,,,8,grey
850222757,757988398,282,59,2840,,,,8,grey
850222759,757988398,283,27,2840,,,,417,VISrl
850222761,757988398,284,43,2860,,,,417,VISrl
850222763,757988398,285,11,2860,,,,417,VISrl
850222765,757988398,286,59,2880,,,,417,VISrl
850222767,757988398,287,27,2880,,,,417,VISrl
850222769,757988398,288,43,2900,,,,417,VISrl
850222771,757988398,289,11,2900,,,,417,VISrl
850222773,757988398,290,59,2920,,,,417,VISrl
850222775,757988398,291,27,2920,,,,417,VISrl
850222777,757988398,292,43,2940,,,,417,VISrl
850222779,757988398,293,11,2940,,,,417,VISrl
850222781,757988398,294,59,2960,,,,417,VISrl
850222783,757988398,295,27,2960,,,,417,VISrl
850222785,757988398,296,43,2980,,,,417,VISrl
850222787,757988398,297,11,2980,,,,417,VISrl
850222789,757988398,298,59,3000,,,,417,VISrl
850222791,757988398,299,27,3000,,,,417,VISrl
850222793,757988398,300,43,3020,,,,417,VISrl
850222795,757988398,301,11,3020,,,,417,VISrl
850222797,757988398,302,59,3040,,,,417,VISrl
850222801,757988398,304,43,3060,,,,417,VISrl
850222803,757988398,305,11,3060,,,,417,VISrl
850222805,757988398,306,59,3080,,,,417,VISrl
850222807,757988398,307,27,3080,,,,417,VISrl
850222809,757988398,308,43,3100,,,,417,VISrl
850222811,757988398,309,11,3100,,,,417,VISrl
850222813,757988398,310,59,3120,,,,417,VISrl
850222815,757988398,311,27,3120,,,,417,VISrl
850222817,757988398,312,43,3140,,,,417,VISrl
850222819,757988398,313,11,3140,,,,417,VISrl
850222821,757988398,314,59,3160,,,,417,VISrl
850222823,757988398,315,27,3160,,,,417,VISrl
850222825,757988398,316,43,3180,,,,417,VISrl
850222827,757988398,317,11,3180,,,,417,VISrl
850222829,757988398,318,59,3200,,,,417,VISrl
850222831,757988398,319,27,3200,,,,417,VISrl
850222833,757988398,320,43,3220,,,,417,VISrl
850222835,757988398,321,11,3220,,,,417,VISrl
850222837,757988398,322,59,3240,,,,417,VISrl
850222839,757988398,323,27,3240,,,,417,VISrl
850222841,757988398,324,43,3260,,,,417,VISrl
850222843,757988398,325,11,3260,,,,417,VISrl
850222845,757988398,326,59,3280,,,,417,VISrl
850222847,757988398,327,27,3280,,,,417,VISrl
850222849,757988398,328,43,3300,,,,417,VISrl
850222851,757988398,329,11,3300,,,,417,VISrl
850222853,757988398,330,59,3320,,,,417,VISrl
850222855,757988398,331,27,3320,,,,417,VISrl
850222857,757988398,332,43,3340,,,,417,VISrl
850222859,757988398,333,11,3340,,,,417,VISrl
850222861,757988398,334,59,3360,,,,417,VISrl
850222863,757988398,335,27,3360,,,,417,VISrl
850222865,757988398,336,43,3380,,,,417,VISrl
850222869,757988398,338,59,3400,,,,417,VISrl
850222871,757988398,339,27,3400,,,,417,VISrl
850222875,757988398,341,11,3420,,,,417,VISrl
850222877,757988398,342,59,3440,,,,417,VISrl
850222879,757988398,343,27,3440,,,,417,VISrl
850222881,757988398,344,43,3460,,,,417,VISrl
850222883,757988398,345,11,3460,,,,417,VISrl
850222885,757988398,346,59,3480,,,,417,VISrl
850222887,757988398,347,27,3480,,,,417,VISrl
850222889,757988398,348,43,3500,,,,417,VISrl
850222891,757988398,349,11,3500,,,,417,VISrl
850222893,757988398,350,59,3520,,,,,
850222895,757988398,351,27,3520,,,,,
850222897,757988398,352,43,3540,,,,,
850222899,757988398,353,11,3540,,,,,
850222901,757988398,354,59,3560,,,,,
850222903,757988398,355,27,3560,,,,,
850222905,757988398,356,43,3580,,,,,
850222907,757988398,357,11,3580,,,,,
850222909,757988398,358,59,3600,,,,,
850222911,757988398,359,27,3600,,,,,
850222913,757988398,360,43,3620,,,,,
850222915,757988398,361,11,3620,,,,,
850222917,757988398,362,59,3640,,,,,
850222919,757988398,363,27,3640,,,,,
850222921,757988398,364,43,3660,,,,,
850222923,757988398,365,11,3660,,,,,
850222925,757988398,366,59,3680,,,,,
850222927,757988398,367,27,3680,,,,,
850222929,757988398,368,43,3700,,,,,
850222931,757988398,369,11,3700,,,,,
850222933,757988398,370,59,3720,,,,,
850222935,757988398,371,27,3720,,,,,
850222937,757988398,372,43,3740,,,,,
850222939,757988398,373,11,3740,,,,,
850222941,757988398,374,59,3760,,,,,
850222943,757988398,375,27,3760,,,,,
850222945,757988398,376,43,3780,,,,,
850222947,757988398,377,11,3780,,,,,
850222949,757988398,378,59,3800,,,,,
850222953,757988398,380,43,3820,,,,,
850222955,757988398,381,11,3820,,,,,
850222957,757988398,382,59,3840,,,,,
850222959,757988398,383,27,3840,,,,,
850223591,757988400,1,11,20,,,,8,grey
850223595,757988400,3,27,40,,,,8,grey
850223597,757988400,4,43,60,,,,8,grey
850223599,757988400,5,11,60,,,,8,grey
850223601,757988400,6,59,80,,,,8,grey
850223603,757988400,7,27,80,,,,8,grey
850223605,757988400,8,43,100,,,,8,grey
850223607,757988400,9,11,100,,,,8,grey
850223609,757988400,10,59,120,,,,8,grey
850223611,757988400,11,27,120,,,,8,grey
850223613,757988400,12,43,140,,,,8,grey
850223615,757988400,13,11,140,,,,8,grey
850223617,757988400,14,59,160,,,,8,grey
850223619,757988400,15,27,160,,,,8,grey
850223621,757988400,16,43,180,,,,8,grey
850223623,757988400,17,11,180,,,,8,grey
850223625,757988400,18,59,200,,,,8,grey
850223627,757988400,19,27,200,,,,8,grey
